ID,Nama,Jenis Kelamin,Usia,Tingkat Pendidikan,Pendapatan,Pengeluaran,Jam Kerja,Wilayah,Promo,Skor Loyalitas,Skor Kesehatan,Departemen,Pengalaman (Tahun),Hasil
1226,Individu-1226,Perempuan,27,SMA,4439.23,1550.24,75,Suburban,No,58.67,55.44,Operations,39,Average
1227,Individu-1227,Laki-Laki,63,Sarjana,13686.64,1017.88,13,Rural,No,9.71,81.7,IT,30,Low Performer
1228,Individu-1228,Laki-Laki,23,SMA,12857.2,12460.35,12,Rural,No,19.74,73.07,Marketing,36,Low Performer
1229,Individu-1229,Perempuan,37,SMA,16220.22,11167.14,34,Suburban,No,1.37,54.44,Operations,1,Low Performer
1230,Individu-1230,Laki-Laki,50,SMA,19672.45,7831.91,51,Rural,No,5.61,98.21,Operations,6,Low Performer
1231,Individu-1231,Laki-Laki,26,Doktor,6072.0,6121.26,63,Urban,No,11.94,90.83,HR,36,Low Performer
1232,Individu-1232,Laki-Laki,23,SMA,14851.93,18184.25,51,Rural,No,59.29,67.24,HR,26,Average
1233,Individu-1233,Laki-Laki,29,Sarjana,15651.19,12831.46,45,Suburban,Yes,73.07,69.84,IT,7,Average
1234,Individu-1234,Laki-Laki,58,Magister,8778.98,19142.53,59,Suburban,No,32.14,78.06,HR,11,Low Performer
1235,Individu-1235,Perempuan,26,Diploma,8313.19,17581.68,36,Rural,No,62.1,73.63,HR,31,Average
1236,Individu-1236,Perempuan,35,Magister,12694.81,1961.85,35,Rural,No,7.43,72.06,Finance,23,Low Performer
1237,Individu-1237,Laki-Laki,45,SMA,27191.63,7158.22,45,Urban,Yes,50.56,73.76,HR,29,Average
1238,Individu-1238,Perempuan,40,SMA,19862.55,2992.94,39,Rural,Yes,12.39,78.16,IT,27,Low Performer
1239,Individu-1239,Laki-Laki,29,Sarjana,24497.07,5818.63,17,Rural,Yes,92.11,88.04,Finance,30,High Performer
1240,Individu-1240,Laki-Laki,46,SMA,14977.31,16120.77,38,Suburban,No,52.39,65.41,IT,38,Average
1241,Individu-1241,Perempuan,20,Doktor,8926.06,7679.01,64,Suburban,No,71.93,92.62,IT,7,Average
1242,Individu-1242,Laki-Laki,19,SMA,9847.27,4030.35,60,Rural,No,2.74,68.81,Finance,10,Low Performer
1243,Individu-1243,Laki-Laki,27,Magister,26880.74,19901.12,78,Urban,Yes,77.94,67.83,HR,35,Average
1244,Individu-1244,Laki-Laki,18,SMA,10532.16,9544.18,72,Suburban,No,74.43,85.28,Operations,25,Average
1245,Individu-1245,Laki-Laki,44,Magister,6547.04,15868.44,69,Rural,Yes,19.45,61.18,HR,40,Low Performer
1246,Individu-1246,Perempuan,27,Doktor,27936.28,1542.49,37,Urban,No,57.67,77.43,HR,16,Average
1247,Individu-1247,Perempuan,19,Magister,5207.31,11528.74,41,Suburban,No,82.16,55.84,Operations,15,Average
1248,Individu-1248,Perempuan,48,Sarjana,2158.1,2025.27,65,Rural,No,66.87,54.95,IT,33,Average
1249,Individu-1249,Laki-Laki,19,Diploma,7380.66,6557.99,28,Urban,No,74.17,71.52,Operations,18,Average
1250,Individu-1250,Laki-Laki,58,Doktor,15336.17,783.03,65,Suburban,Yes,61.0,80.95,Marketing,32,Average
1251,Individu-1251,Laki-Laki,56,Magister,27374.81,19848.68,42,Rural,Yes,81.86,62.96,IT,10,Average
1252,Individu-1252,Perempuan,47,SMA,8595.41,11264.29,35,Suburban,No,5.12,65.97,Finance,26,Low Performer
1253,Individu-1253,Laki-Laki,47,Magister,18471.54,5558.61,64,Urban,No,49.9,60.3,Operations,13,Low Performer
1254,Individu-1254,Laki-Laki,41,SMA,6087.06,3454.34,15,Suburban,No,43.28,82.88,HR,15,Low Performer
1255,Individu-1255,Laki-Laki,41,Sarjana,19200.22,11257.44,65,Urban,No,4.07,86.5,Marketing,21,Low Performer
1256,Individu-1256,Laki-Laki,20,SMA,4701.65,16237.97,52,Suburban,No,91.62,58.45,Marketing,40,Average
1257,Individu-1257,Laki-Laki,45,Doktor,15637.25,5845.1,70,Urban,No,29.63,50.11,IT,26,Low Performer
1258,Individu-1258,Perempuan,56,Magister,10976.29,18062.97,26,Suburban,No,26.22,86.81,Operations,31,Low Performer
1259,Individu-1259,Laki-Laki,36,Diploma,21432.57,14590.06,20,Urban,Yes,78.51,81.19,Finance,19,Average
1260,Individu-1260,Laki-Laki,48,SMA,10740.95,17480.46,43,Urban,Yes,73.14,69.33,Marketing,37,Average
1261,Individu-1261,Perempuan,59,SMA,22152.13,9676.29,26,Rural,Yes,43.39,51.37,Marketing,39,Low Performer
1262,Individu-1262,Perempuan,19,Magister,27106.59,4669.07,55,Urban,No,98.11,64.03,Finance,15,Average
1263,Individu-1263,Laki-Laki,33,Sarjana,8670.21,10369.19,22,Suburban,No,15.86,83.85,HR,40,Low Performer
1264,Individu-1264,Laki-Laki,26,Magister,17240.02,17268.8,21,Suburban,No,53.72,97.66,Marketing,30,Average
1265,Individu-1265,Perempuan,56,Doktor,27736.16,16901.13,73,Rural,No,19.19,60.19,HR,6,Low Performer
1266,Individu-1266,Perempuan,65,Diploma,21770.15,8861.67,50,Rural,No,12.04,59.32,HR,40,Low Performer
1267,Individu-1267,Laki-Laki,58,Doktor,9068.21,16597.69,69,Rural,Yes,48.1,55.66,IT,35,Low Performer
1268,Individu-1268,Laki-Laki,35,Diploma,24425.6,14197.92,67,Urban,Yes,18.35,77.62,IT,18,Low Performer
1269,Individu-1269,Laki-Laki,65,Diploma,16421.89,14629.18,80,Urban,Yes,99.89,66.46,Finance,18,Average
1270,Individu-1270,Laki-Laki,19,Magister,7183.87,6509.44,63,Urban,Yes,84.62,64.23,Marketing,1,Average
1271,Individu-1271,Laki-Laki,55,Sarjana,15088.54,9775.49,30,Rural,Yes,64.99,96.17,Marketing,37,Average
1272,Individu-1272,Perempuan,55,Diploma,19496.65,3323.86,72,Urban,No,54.16,66.26,Operations,5,Average
1273,Individu-1273,Perempuan,37,Sarjana,4700.74,6477.52,80,Suburban,No,17.61,59.26,Marketing,18,Low Performer
1274,Individu-1274,Laki-Laki,33,Magister,27097.41,4765.45,24,Suburban,No,27.24,65.41,Operations,37,Low Performer
1275,Individu-1275,Perempuan,31,Doktor,9419.68,8869.18,66,Suburban,No,16.67,66.43,HR,32,Low Performer
1276,Individu-1276,Perempuan,18,Doktor,11969.0,16914.53,30,Suburban,No,89.06,96.28,Finance,27,High Performer
1277,Individu-1277,Laki-Laki,47,Doktor,16032.58,4616.39,20,Urban,Yes,67.22,75.04,IT,28,Average
1278,Individu-1278,Laki-Laki,29,Diploma,14694.45,9689.66,80,Urban,Yes,23.91,94.29,Finance,27,Low Performer
1279,Individu-1279,Laki-Laki,52,Diploma,24665.47,1769.09,55,Urban,Yes,33.12,74.56,Operations,13,Low Performer
1280,Individu-1280,Laki-Laki,37,Sarjana,24096.95,14081.3,73,Rural,Yes,92.53,94.05,Operations,31,High Performer
1281,Individu-1281,Laki-Laki,49,Sarjana,9602.95,12475.8,38,Suburban,No,58.96,77.43,HR,11,Average
1282,Individu-1282,Perempuan,46,Sarjana,14951.87,9467.04,61,Rural,Yes,84.35,83.7,IT,37,High Performer
1283,Individu-1283,Perempuan,20,Sarjana,28467.12,18832.4,22,Urban,Yes,98.28,69.9,Marketing,6,Average
1284,Individu-1284,Perempuan,27,Doktor,25951.87,3075.01,44,Urban,No,9.8,81.68,Finance,13,Low Performer
1285,Individu-1285,Laki-Laki,55,Sarjana,6330.36,3582.75,67,Rural,Yes,88.94,62.65,Marketing,6,Average
1286,Individu-1286,Laki-Laki,34,Magister,17256.05,19395.77,10,Urban,No,86.56,86.48,Marketing,9,High Performer
1287,Individu-1287,Perempuan,24,Doktor,20651.6,1292.88,30,Urban,Yes,36.76,63.1,Operations,32,Low Performer
1288,Individu-1288,Laki-Laki,46,Doktor,3695.8,11054.69,14,Rural,Yes,30.28,72.14,IT,40,Low Performer
1289,Individu-1289,Laki-Laki,31,SMA,18591.01,9130.37,61,Rural,No,71.5,78.96,Finance,12,Average
1290,Individu-1290,Perempuan,47,Doktor,15361.4,18444.68,29,Rural,No,34.86,82.91,Operations,39,Low Performer
1291,Individu-1291,Laki-Laki,59,Doktor,13134.51,4633.4,69,Suburban,Yes,92.73,86.27,IT,20,High Performer
1292,Individu-1292,Laki-Laki,62,Magister,28586.61,1256.91,70,Urban,No,94.13,54.46,IT,16,Average
1293,Individu-1293,Laki-Laki,47,SMA,14420.61,9423.23,12,Urban,No,52.87,83.68,Finance,16,Average
1294,Individu-1294,Laki-Laki,31,Sarjana,23426.35,13874.23,60,Rural,No,70.84,65.79,Marketing,31,Average
1295,Individu-1295,Laki-Laki,43,Diploma,15170.77,12652.9,17,Rural,No,60.53,80.43,Finance,37,Average
1296,Individu-1296,Perempuan,62,Sarjana,10813.71,11487.78,71,Urban,Yes,46.72,93.27,Finance,13,Low Performer
1297,Individu-1297,Perempuan,45,Doktor,2071.24,3926.14,58,Rural,Yes,6.1,86.5,IT,27,Low Performer
1298,Individu-1298,Laki-Laki,52,SMA,13229.7,10914.78,79,Rural,Yes,71.4,59.81,HR,24,Average
1299,Individu-1299,Laki-Laki,25,Sarjana,3061.54,13642.7,79,Suburban,No,61.69,66.08,IT,19,Average
1300,Individu-1300,Perempuan,36,Doktor,11010.49,12809.31,60,Rural,Yes,7.85,84.16,Operations,3,Low Performer
1301,Individu-1301,Laki-Laki,32,Magister,20707.68,15254.81,23,Urban,Yes,18.05,83.22,Operations,5,Low Performer
1302,Individu-1302,Perempuan,39,Sarjana,14581.01,14052.19,25,Suburban,Yes,30.39,75.56,IT,20,Low Performer
1303,Individu-1303,Laki-Laki,60,Diploma,21377.83,18770.07,51,Suburban,No,21.13,82.75,IT,12,Low Performer
1304,Individu-1304,Laki-Laki,42,Magister,22059.96,12658.59,80,Suburban,No,5.94,59.73,HR,38,Low Performer
1305,Individu-1305,Laki-Laki,30,Sarjana,11642.11,12524.66,22,Urban,Yes,49.16,71.52,Marketing,19,Low Performer
1306,Individu-1306,Laki-Laki,38,Doktor,26684.14,8355.0,35,Urban,No,29.35,77.33,Finance,22,Low Performer
1307,Individu-1307,Perempuan,39,Doktor,14861.2,7474.0,31,Rural,No,91.75,73.6,Operations,13,Average
1308,Individu-1308,Laki-Laki,26,Sarjana,1521.04,13778.86,17,Suburban,Yes,77.2,67.19,Finance,15,Average
1309,Individu-1309,Perempuan,32,Sarjana,7780.18,19303.67,76,Rural,No,51.32,68.42,Finance,28,Average
1310,Individu-1310,Perempuan,24,Doktor,5823.37,19116.28,63,Rural,Yes,93.31,66.17,IT,3,Average
1311,Individu-1311,Perempuan,28,Diploma,7334.12,2196.95,80,Suburban,No,40.88,93.59,Operations,1,Low Performer
1312,Individu-1312,Perempuan,35,Diploma,9111.55,11152.11,47,Urban,Yes,7.7,78.22,Operations,33,Low Performer
1313,Individu-1313,Laki-Laki,50,Magister,1833.26,18415.75,52,Rural,Yes,79.15,95.83,IT,22,Average
1314,Individu-1314,Laki-Laki,55,Sarjana,10730.29,19021.75,67,Rural,No,62.18,65.75,Operations,5,Average
1315,Individu-1315,Laki-Laki,20,Diploma,6882.73,1042.64,19,Rural,No,79.15,72.8,HR,6,Average
1316,Individu-1316,Perempuan,34,Diploma,18007.41,9274.73,15,Urban,Yes,85.07,94.42,Finance,2,High Performer
1317,Individu-1317,Laki-Laki,36,Magister,14363.21,8752.79,71,Suburban,Yes,9.39,65.45,Finance,4,Low Performer
1318,Individu-1318,Laki-Laki,34,Sarjana,16245.89,1906.86,57,Rural,Yes,26.75,93.64,Marketing,16,Low Performer
1319,Individu-1319,Perempuan,51,Sarjana,29801.66,2383.34,78,Rural,No,40.74,67.37,HR,31,Low Performer
1320,Individu-1320,Perempuan,34,Doktor,1995.93,10051.8,18,Rural,Yes,72.48,82.96,Operations,8,Average
1321,Individu-1321,Perempuan,22,Magister,5502.89,9055.43,55,Urban,Yes,99.75,83.29,Finance,38,High Performer
1322,Individu-1322,Perempuan,47,Sarjana,15439.4,2101.35,69,Urban,Yes,1.84,99.38,IT,39,Low Performer
1323,Individu-1323,Laki-Laki,46,SMA,21734.53,19183.2,50,Rural,Yes,67.72,86.7,Operations,3,Average
1324,Individu-1324,Perempuan,18,Magister,4778.67,19655.15,43,Suburban,Yes,20.79,79.43,Finance,31,Low Performer
1325,Individu-1325,Laki-Laki,33,SMA,15944.34,12554.77,80,Urban,No,43.37,87.77,HR,8,Low Performer
1326,Individu-1326,Perempuan,44,Diploma,9600.33,8333.59,56,Suburban,No,66.94,52.97,Finance,19,Average
1327,Individu-1327,Perempuan,45,Doktor,15377.29,11623.43,71,Urban,No,50.8,99.63,Marketing,19,Average
1328,Individu-1328,Laki-Laki,22,Diploma,6308.37,8495.71,38,Urban,Yes,26.83,57.67,IT,14,Low Performer
1329,Individu-1329,Laki-Laki,36,SMA,12054.35,9012.9,47,Suburban,No,86.11,93.24,HR,10,High Performer
1330,Individu-1330,Laki-Laki,56,SMA,5831.26,8930.76,77,Rural,Yes,81.4,51.22,Finance,28,Average
1331,Individu-1331,Laki-Laki,25,Sarjana,26956.57,19296.85,46,Rural,No,20.91,52.13,IT,31,Low Performer
1332,Individu-1332,Laki-Laki,30,Sarjana,15475.26,19638.83,33,Urban,No,69.54,52.47,HR,38,Average
1333,Individu-1333,Perempuan,55,Sarjana,19252.26,9675.83,41,Suburban,No,15.29,92.78,IT,7,Low Performer
1334,Individu-1334,Perempuan,50,Doktor,21971.97,17622.26,51,Suburban,Yes,84.83,73.67,HR,40,Average
1335,Individu-1335,Laki-Laki,55,Diploma,27872.53,12803.09,16,Rural,No,52.08,73.04,Finance,36,Average
1336,Individu-1336,Perempuan,65,SMA,15628.58,12997.3,47,Urban,No,19.98,73.73,IT,3,Low Performer
1337,Individu-1337,Laki-Laki,62,Doktor,10190.49,19820.4,42,Rural,No,19.81,84.43,Operations,23,Low Performer
1338,Individu-1338,Laki-Laki,21,Sarjana,24512.39,9634.11,50,Suburban,No,43.44,96.68,Finance,7,Low Performer
1339,Individu-1339,Perempuan,24,Diploma,22284.19,19999.27,28,Rural,No,8.8,87.62,IT,2,Low Performer
1340,Individu-1340,Laki-Laki,64,SMA,9234.72,17503.74,20,Rural,No,94.6,53.42,Marketing,34,Average
1341,Individu-1341,Perempuan,41,SMA,19790.34,14072.46,64,Suburban,No,9.14,90.24,IT,19,Low Performer
1342,Individu-1342,Perempuan,59,SMA,17944.8,10160.47,30,Urban,Yes,12.07,92.92,Marketing,33,Low Performer
1343,Individu-1343,Laki-Laki,45,Diploma,20967.41,6664.42,28,Rural,No,97.87,69.64,IT,17,Average
1344,Individu-1344,Laki-Laki,50,Magister,26032.43,16790.15,13,Rural,No,11.33,84.31,Finance,33,Low Performer
1345,Individu-1345,Laki-Laki,42,Doktor,14951.38,15220.46,43,Suburban,No,31.02,71.17,HR,40,Low Performer
1346,Individu-1346,Perempuan,64,Doktor,22957.45,739.61,58,Suburban,Yes,6.67,98.85,HR,10,Low Performer
1347,Individu-1347,Perempuan,27,Magister,27228.92,2722.11,24,Rural,Yes,74.29,75.09,Finance,23,Average
1348,Individu-1348,Laki-Laki,48,Doktor,17558.04,2624.14,76,Urban,Yes,98.67,62.59,HR,4,Average
1349,Individu-1349,Laki-Laki,63,SMA,21659.16,5898.02,52,Urban,No,97.94,71.53,HR,1,Average
1350,Individu-1350,Perempuan,54,Magister,29006.35,14863.4,64,Rural,No,86.83,93.69,IT,35,High Performer
1351,Individu-1351,Laki-Laki,32,Sarjana,2079.82,11062.7,27,Urban,Yes,96.16,89.83,Marketing,36,High Performer
1352,Individu-1352,Perempuan,50,Diploma,5517.65,13690.73,17,Urban,Yes,27.71,57.35,HR,37,Low Performer
1353,Individu-1353,Perempuan,46,Diploma,12623.0,10948.37,59,Rural,Yes,64.9,86.52,Finance,29,Average
1354,Individu-1354,Laki-Laki,23,Diploma,7111.12,3087.46,65,Urban,No,74.09,79.12,HR,16,Average
1355,Individu-1355,Laki-Laki,63,SMA,12174.53,17108.66,78,Suburban,Yes,8.17,58.74,Operations,16,Low Performer
1356,Individu-1356,Perempuan,43,Doktor,19538.42,5541.31,65,Rural,Yes,18.59,74.87,Operations,38,Low Performer
1357,Individu-1357,Laki-Laki,40,Doktor,4465.35,4236.59,13,Urban,No,82.81,90.5,IT,17,High Performer
1358,Individu-1358,Laki-Laki,59,Sarjana,1500.75,14098.3,57,Urban,Yes,99.12,61.07,IT,1,Average
1359,Individu-1359,Perempuan,56,Magister,16364.8,19858.14,11,Suburban,No,58.85,56.75,Operations,25,Average
1360,Individu-1360,Laki-Laki,24,Magister,8477.21,8449.89,71,Urban,No,95.86,51.4,Finance,24,Average
1361,Individu-1361,Laki-Laki,21,SMA,18564.8,6131.31,28,Suburban,Yes,2.99,56.01,IT,39,Low Performer
1362,Individu-1362,Laki-Laki,65,Sarjana,24732.99,15752.9,44,Suburban,No,34.37,71.12,HR,10,Low Performer
1363,Individu-1363,Perempuan,51,Sarjana,28842.38,13305.28,58,Rural,No,39.16,56.14,Operations,21,Low Performer
1364,Individu-1364,Laki-Laki,55,SMA,29280.63,334.02,42,Urban,Yes,60.84,86.6,HR,28,Average
1365,Individu-1365,Perempuan,23,Sarjana,1551.25,592.66,16,Urban,No,69.32,69.42,Operations,35,Average
1366,Individu-1366,Laki-Laki,51,Doktor,21158.22,18417.55,18,Rural,Yes,12.38,59.31,IT,24,Low Performer
1367,Individu-1367,Perempuan,27,Diploma,7562.59,18327.67,16,Suburban,Yes,49.64,91.24,Marketing,13,Low Performer
1368,Individu-1368,Perempuan,28,Sarjana,23254.02,8671.49,25,Urban,No,32.83,93.32,Finance,19,Low Performer
1369,Individu-1369,Perempuan,65,Diploma,8234.0,1470.91,16,Rural,Yes,54.54,70.38,Operations,14,Average
1370,Individu-1370,Perempuan,45,SMA,9098.72,15849.0,53,Suburban,Yes,57.41,92.71,Operations,11,Average
1371,Individu-1371,Laki-Laki,42,Sarjana,24116.97,2092.24,72,Rural,Yes,25.66,61.68,HR,22,Low Performer
1372,Individu-1372,Laki-Laki,54,Magister,20764.2,10747.95,45,Urban,No,76.64,82.48,Operations,40,Average
1373,Individu-1373,Perempuan,55,Diploma,20705.7,3564.43,80,Suburban,Yes,67.64,60.24,Finance,24,Average
1374,Individu-1374,Laki-Laki,38,Sarjana,3267.9,17604.55,70,Urban,No,67.6,95.91,Finance,31,Average
1375,Individu-1375,Laki-Laki,39,Magister,23427.66,18346.2,23,Urban,No,87.18,83.19,Finance,4,High Performer
1376,Individu-1376,Perempuan,51,Sarjana,2278.88,7757.12,73,Rural,No,89.31,77.89,Marketing,30,Average
1377,Individu-1377,Laki-Laki,44,Doktor,26559.61,9181.26,52,Rural,Yes,83.72,55.14,IT,10,Average
1378,Individu-1378,Perempuan,54,Diploma,14453.1,5477.53,75,Rural,Yes,20.77,91.53,HR,1,Low Performer
1379,Individu-1379,Perempuan,34,Magister,27008.5,12045.46,11,Suburban,Yes,77.12,86.03,Operations,14,Average
1380,Individu-1380,Perempuan,58,Magister,4453.0,17351.85,64,Rural,No,5.78,65.12,HR,36,Low Performer
1381,Individu-1381,Perempuan,20,Sarjana,4792.58,4459.82,13,Suburban,No,46.02,75.46,Operations,37,Low Performer
1382,Individu-1382,Laki-Laki,54,Diploma,29445.67,11438.2,70,Urban,Yes,52.35,92.36,Operations,35,Average
1383,Individu-1383,Perempuan,22,Diploma,8299.5,6064.17,30,Suburban,No,63.07,93.56,HR,7,Average
1384,Individu-1384,Perempuan,43,Magister,19981.29,2423.65,28,Urban,No,51.21,83.9,Marketing,24,Average
1385,Individu-1385,Perempuan,39,Magister,9190.05,11441.05,24,Urban,No,79.43,62.26,Operations,16,Average
1386,Individu-1386,Laki-Laki,23,Doktor,2017.55,14659.93,43,Suburban,Yes,67.93,50.95,Marketing,35,Average
1387,Individu-1387,Laki-Laki,19,SMA,3908.32,19548.62,80,Suburban,Yes,61.72,68.19,Operations,37,Average
1388,Individu-1388,Laki-Laki,35,Sarjana,27164.72,19104.07,41,Rural,No,3.12,73.59,Finance,34,Low Performer
1389,Individu-1389,Laki-Laki,30,SMA,24234.79,17165.55,40,Urban,Yes,82.55,54.02,Finance,36,Average
1390,Individu-1390,Perempuan,51,Sarjana,28824.0,13033.71,27,Rural,No,71.59,90.68,Operations,14,Average
1391,Individu-1391,Perempuan,33,Sarjana,19360.52,2755.52,62,Suburban,Yes,2.44,54.25,HR,39,Low Performer
1392,Individu-1392,Perempuan,60,Diploma,2392.32,9874.55,78,Suburban,No,56.3,83.99,HR,6,Average
1393,Individu-1393,Laki-Laki,49,Doktor,11931.31,17848.65,58,Rural,No,65.76,74.45,Operations,38,Average
1394,Individu-1394,Perempuan,24,Doktor,4384.98,15632.92,34,Suburban,Yes,71.66,81.56,Operations,20,Average
1395,Individu-1395,Perempuan,33,Doktor,8186.02,8733.09,66,Suburban,Yes,71.88,59.96,Finance,15,Average
1396,Individu-1396,Laki-Laki,49,SMA,2045.59,929.43,39,Rural,Yes,47.96,53.01,Operations,40,Low Performer
1397,Individu-1397,Perempuan,61,Doktor,8685.2,4802.3,25,Rural,No,12.72,91.78,HR,8,Low Performer
1398,Individu-1398,Laki-Laki,49,Magister,5262.77,9112.48,21,Urban,Yes,48.17,77.65,IT,27,Low Performer
1399,Individu-1399,Perempuan,25,Sarjana,14601.27,8926.47,61,Suburban,No,67.9,53.58,IT,32,Average
1400,Individu-1400,Laki-Laki,33,Sarjana,15184.32,11043.44,49,Suburban,No,27.96,56.7,Operations,34,Low Performer
1401,Individu-1401,Laki-Laki,26,Sarjana,8765.51,8589.83,54,Urban,No,67.25,75.53,Finance,18,Average
1402,Individu-1402,Perempuan,21,Magister,27521.74,14384.25,55,Suburban,Yes,78.84,81.47,IT,13,Average
1403,Individu-1403,Perempuan,27,Sarjana,19182.51,15282.6,34,Urban,No,19.53,71.28,IT,34,Low Performer
1404,Individu-1404,Laki-Laki,29,Diploma,2784.82,6838.54,70,Suburban,No,29.08,98.58,Operations,24,Low Performer
1405,Individu-1405,Perempuan,33,SMA,19642.54,11022.86,21,Suburban,Yes,73.21,61.13,HR,24,Average
1406,Individu-1406,Laki-Laki,58,Sarjana,20039.64,14078.91,43,Urban,Yes,23.74,96.98,Operations,26,Low Performer
1407,Individu-1407,Perempuan,59,Diploma,14576.2,9978.95,47,Rural,Yes,42.44,51.82,HR,26,Low Performer
1408,Individu-1408,Laki-Laki,26,SMA,18372.7,8048.57,16,Suburban,Yes,16.15,74.48,Marketing,9,Low Performer
1409,Individu-1409,Laki-Laki,24,SMA,4400.58,14909.41,48,Urban,No,22.12,75.6,Marketing,32,Low Performer
1410,Individu-1410,Laki-Laki,36,Doktor,21499.4,18087.82,75,Rural,Yes,92.83,81.47,Operations,23,High Performer
1411,Individu-1411,Perempuan,21,Doktor,29211.79,16730.74,11,Suburban,No,48.66,92.12,IT,36,Low Performer
1412,Individu-1412,Laki-Laki,23,Diploma,19870.27,5985.21,44,Urban,No,26.68,84.82,Operations,11,Low Performer
1413,Individu-1413,Perempuan,32,SMA,17207.48,7562.07,39,Rural,Yes,35.68,58.37,HR,17,Low Performer
1414,Individu-1414,Laki-Laki,46,Diploma,9560.91,9723.2,54,Urban,Yes,26.63,83.31,HR,20,Low Performer
1415,Individu-1415,Laki-Laki,54,Sarjana,1986.03,19626.65,69,Rural,No,4.72,61.88,HR,7,Low Performer
1416,Individu-1416,Perempuan,26,Diploma,13091.17,18439.3,49,Suburban,Yes,2.4,82.32,Operations,37,Low Performer
1417,Individu-1417,Perempuan,30,Doktor,21261.92,7514.19,42,Suburban,No,26.42,99.35,HR,26,Low Performer
1418,Individu-1418,Laki-Laki,45,Sarjana,3357.47,16180.99,58,Urban,Yes,59.61,61.56,Marketing,11,Average
1419,Individu-1419,Perempuan,47,Sarjana,27255.06,14029.38,40,Urban,Yes,63.7,85.84,Finance,40,Average
1420,Individu-1420,Laki-Laki,42,Sarjana,6777.03,12945.91,77,Rural,No,78.86,92.65,Finance,29,Average
1421,Individu-1421,Perempuan,25,Sarjana,22799.94,10322.74,35,Rural,No,31.93,85.05,Operations,17,Low Performer
1422,Individu-1422,Perempuan,39,Magister,8462.46,2412.86,33,Urban,Yes,4.03,98.98,HR,20,Low Performer
1423,Individu-1423,Perempuan,54,Doktor,8784.44,11123.47,20,Suburban,No,47.3,94.75,HR,35,Low Performer
1424,Individu-1424,Perempuan,59,SMA,19304.83,9491.58,72,Urban,Yes,77.92,84.36,Marketing,22,Average
1425,Individu-1425,Perempuan,42,Magister,6294.3,17643.13,47,Rural,Yes,67.64,98.73,Finance,39,Average
1426,Individu-1426,Laki-Laki,65,Magister,25800.36,539.97,78,Rural,Yes,50.58,85.74,IT,18,Average
1427,Individu-1427,Perempuan,21,Diploma,11491.31,17282.72,22,Urban,No,21.76,53.04,Finance,35,Low Performer
1428,Individu-1428,Laki-Laki,65,Doktor,6532.86,17450.05,64,Urban,Yes,73.06,64.07,Marketing,26,Average
1429,Individu-1429,Laki-Laki,18,Doktor,18632.84,9822.48,31,Suburban,Yes,27.92,72.15,HR,4,Low Performer
1430,Individu-1430,Perempuan,30,Diploma,8396.34,8285.4,63,Urban,Yes,92.79,84.79,HR,8,High Performer
1431,Individu-1431,Perempuan,44,Sarjana,6744.05,2583.62,76,Urban,No,82.25,87.24,Finance,8,High Performer
1432,Individu-1432,Perempuan,25,Doktor,20842.41,9164.97,68,Urban,No,75.58,83.17,IT,2,Average
1433,Individu-1433,Perempuan,26,SMA,8779.47,4205.84,29,Suburban,Yes,75.67,82.54,Operations,36,Average
1434,Individu-1434,Perempuan,25,Doktor,2098.13,14983.36,67,Suburban,Yes,90.32,65.74,Marketing,24,Average
1435,Individu-1435,Laki-Laki,24,SMA,26438.17,2663.05,68,Urban,No,25.95,82.86,Marketing,26,Low Performer
1436,Individu-1436,Laki-Laki,62,SMA,18204.3,1578.51,77,Suburban,No,29.59,68.78,Operations,25,Low Performer
1437,Individu-1437,Perempuan,31,Diploma,17849.02,16997.23,16,Suburban,Yes,77.42,85.99,Operations,27,Average
1438,Individu-1438,Laki-Laki,24,Magister,27639.17,16000.34,58,Urban,Yes,92.69,73.06,Finance,39,Average
1439,Individu-1439,Laki-Laki,34,Sarjana,19701.25,5125.79,25,Suburban,Yes,49.88,92.45,IT,9,Low Performer
